Time,W0, X0, Y0, Z0,W1, X1, Y1, Z1,W2, X2, Y2, Z2,W3, X3, Y3, Z3,W4, X4, Y4, Z4,W5, X5, Y5, Z5,W6, X6, Y6, Z6,W7, X7, Y7, Z7,
07-24-10.210,0.960,0.204,0.138,0.053,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.945,-0.310,0.110,-0.083,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-24-10.230,0.960,0.203,0.139,0.053,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.945,-0.309,0.110,-0.082,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-24-10.249,0.960,0.201,0.139,0.053,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.946,-0.307,0.107,-0.082,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-24-10.271,0.960,0.201,0.140,0.053,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.947,-0.306,0.106,-0.083,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-24-10.291,0.960,0.201,0.140,0.052,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.948,-0.308,0.106,-0.083,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-24-10.311,0.960,0.201,0.139,0.052,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.947,-0.305,0.106,-0.082,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-24-10.331,0.960,0.203,0.138,0.052,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.946,-0.303,0.106,-0.082,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-24-10.350,0.960,0.204,0.137,0.053,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.947,-0.306,0.106,-0.082,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-24-10.370,0.960,0.205,0.137,0.053,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.947,-0.307,0.106,-0.082,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-24-10.390,0.960,0.205,0.135,0.053,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.947,-0.307,0.106,-0.082,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-24-10.410,0.960,0.205,0.135,0.054,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.947,-0.307,0.105,-0.082,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-24-10.430,0.960,0.204,0.135,0.053,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.947,-0.307,0.105,-0.082,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-24-10.450,0.960,0.203,0.135,0.053,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.947,-0.308,0.105,-0.082,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-24-10.470,0.960,0.202,0.136,0.053,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.946,-0.308,0.105,-0.082,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-24-10.490,0.960,0.201,0.137,0.052,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.946,-0.307,0.104,-0.082,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-24-10.510,0.960,0.202,0.137,0.052,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.947,-0.310,0.104,-0.083,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-24-10.530,0.961,0.203,0.137,0.053,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.947,-0.309,0.104,-0.083,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-24-10.550,0.961,0.204,0.137,0.053,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.947,-0.307,0.103,-0.083,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-24-10.570,0.961,0.205,0.136,0.053,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.947,-0.308,0.104,-0.083,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-24-10.590,0.962,0.205,0.136,0.053,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.947,-0.308,0.104,-0.083,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-24-10.610,0.962,0.205,0.135,0.054,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.947,-0.307,0.104,-0.084,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-24-10.628,0.962,0.204,0.134,0.054,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.946,-0.306,0.103,-0.084,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-24-10.650,0.963,0.203,0.132,0.054,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.946,-0.306,0.103,-0.085,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-24-10.670,0.963,0.201,0.130,0.054,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.947,-0.308,0.102,-0.086,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-24-10.690,0.963,0.200,0.129,0.054,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.946,-0.308,0.100,-0.087,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-24-10.710,0.964,0.197,0.126,0.054,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.945,-0.308,0.098,-0.088,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-24-10.730,0.964,0.194,0.124,0.054,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.945,-0.309,0.095,-0.090,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-24-10.749,0.965,0.192,0.121,0.054,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.945,-0.310,0.093,-0.092,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-24-10.769,0.966,0.190,0.118,0.054,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.945,-0.310,0.091,-0.093,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-24-10.789,0.967,0.189,0.116,0.053,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.945,-0.309,0.087,-0.094,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
