Time,W0, X0, Y0, Z0,W1, X1, Y1, Z1,W2, X2, Y2, Z2,W3, X3, Y3, Z3,W4, X4, Y4, Z4,W5, X5, Y5, Z5,W6, X6, Y6, Z6,W7, X7, Y7, Z7,
07-25-53.385,0.965,0.203,0.134,0.037,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.942,-0.305,0.092,-0.121,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-25-53.405,0.965,0.204,0.132,0.038,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.943,-0.306,0.093,-0.120,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-25-53.424,0.965,0.203,0.130,0.038,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.943,-0.305,0.094,-0.119,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-25-53.445,0.965,0.202,0.129,0.039,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.943,-0.303,0.095,-0.118,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-25-53.465,0.966,0.202,0.127,0.039,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.944,-0.304,0.097,-0.118,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-25-53.483,0.966,0.201,0.126,0.039,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.945,-0.304,0.096,-0.117,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-25-53.505,0.966,0.201,0.126,0.039,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.945,-0.303,0.095,-0.117,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-25-53.525,0.967,0.199,0.124,0.039,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.946,-0.302,0.092,-0.117,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-25-53.544,0.967,0.199,0.123,0.040,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.946,-0.302,0.088,-0.118,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-25-53.564,0.967,0.198,0.123,0.041,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.946,-0.302,0.085,-0.119,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-25-53.584,0.968,0.198,0.123,0.041,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.946,-0.301,0.083,-0.120,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-25-53.604,0.968,0.198,0.124,0.041,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.946,-0.300,0.081,-0.121,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-25-53.623,0.968,0.196,0.123,0.042,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.946,-0.300,0.080,-0.122,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-25-53.643,0.968,0.194,0.121,0.042,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.946,-0.299,0.078,-0.123,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-25-53.663,0.968,0.192,0.118,0.043,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.946,-0.299,0.076,-0.124,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-25-53.683,0.969,0.190,0.115,0.044,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.947,-0.298,0.075,-0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-25-53.705,0.969,0.188,0.112,0.044,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.947,-0.297,0.073,-0.126,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-25-53.725,0.970,0.185,0.110,0.044,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.947,-0.295,0.071,-0.127,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-25-53.745,0.971,0.183,0.107,0.043,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.947,-0.294,0.067,-0.128,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-25-53.765,0.972,0.181,0.104,0.042,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.947,-0.293,0.062,-0.129,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-25-53.785,0.974,0.179,0.100,0.042,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.948,-0.291,0.056,-0.131,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
