Time,W0, X0, Y0, Z0,W1, X1, Y1, Z1,W2, X2, Y2, Z2,W3, X3, Y3, Z3,W4, X4, Y4, Z4,W5, X5, Y5, Z5,W6, X6, Y6, Z6,W7, X7, Y7, Z7,
07-23-10.112,0.967,0.171,0.155,0.032,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.945,-0.308,0.118,-0.069,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-23-10.132,0.967,0.171,0.155,0.032,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.944,-0.307,0.118,-0.068,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-23-10.152,0.967,0.171,0.155,0.032,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.944,-0.306,0.118,-0.068,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-23-10.172,0.966,0.171,0.155,0.032,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.944,-0.307,0.118,-0.068,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-23-10.192,0.966,0.171,0.155,0.032,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.944,-0.306,0.118,-0.068,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-23-10.212,0.966,0.171,0.155,0.032,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.944,-0.305,0.118,-0.068,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-23-10.234,0.967,0.171,0.155,0.032,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.944,-0.306,0.118,-0.068,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-23-10.254,0.967,0.170,0.155,0.031,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.944,-0.306,0.117,-0.068,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-23-10.274,0.966,0.170,0.154,0.031,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.944,-0.306,0.117,-0.068,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-23-10.294,0.966,0.170,0.155,0.031,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.944,-0.308,0.117,-0.068,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
