Time,W0, X0, Y0, Z0,W1, X1, Y1, Z1,W2, X2, Y2, Z2,W3, X3, Y3, Z3,W4, X4, Y4, Z4,W5, X5, Y5, Z5,W6, X6, Y6, Z6,W7, X7, Y7, Z7,
07-28-01.237,0.970,0.184,0.128,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.952,-0.283,0.104,-0.111,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-28-01.257,0.970,0.184,0.128,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.950,-0.280,0.103,-0.110,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-28-01.276,0.970,0.182,0.129,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.949,-0.278,0.102,-0.110,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-28-01.296,0.970,0.183,0.128,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.950,-0.279,0.102,-0.110,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-28-01.318,0.970,0.183,0.128,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.952,-0.279,0.102,-0.110,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-28-01.338,0.970,0.182,0.128,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.953,-0.281,0.102,-0.110,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-28-01.358,0.971,0.183,0.127,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.953,-0.277,0.101,-0.109,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-28-01.378,0.971,0.183,0.127,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.954,-0.276,0.101,-0.108,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-28-01.397,0.971,0.183,0.126,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.954,-0.275,0.100,-0.109,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-28-01.417,0.971,0.185,0.125,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.955,-0.275,0.098,-0.110,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-28-01.437,0.971,0.186,0.125,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.955,-0.275,0.097,-0.110,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-28-01.457,0.972,0.186,0.125,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.955,-0.273,0.095,-0.111,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-28-01.477,0.973,0.183,0.123,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.955,-0.273,0.095,-0.111,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-28-01.497,0.973,0.181,0.119,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.957,-0.270,0.090,-0.114,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-28-01.517,0.973,0.177,0.115,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.957,-0.270,0.086,-0.116,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-28-01.537,0.973,0.175,0.112,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.957,-0.270,0.083,-0.117,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-28-01.557,0.974,0.175,0.110,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.957,-0.270,0.078,-0.119,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-28-01.576,0.975,0.173,0.106,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.957,-0.270,0.074,-0.121,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-28-01.597,0.976,0.172,0.102,0.009,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.957,-0.269,0.069,-0.122,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-28-01.617,0.977,0.169,0.098,0.009,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.958,-0.268,0.064,-0.123,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-28-01.637,0.978,0.167,0.097,0.009,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.958,-0.267,0.058,-0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-28-01.657,0.980,0.165,0.091,0.009,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.959,-0.267,0.053,-0.126,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-28-01.677,0.981,0.160,0.085,0.009,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.959,-0.267,0.047,-0.127,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-28-01.697,0.982,0.157,0.079,0.009,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.959,-0.266,0.041,-0.128,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-28-01.717,0.983,0.153,0.073,0.009,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.959,-0.266,0.034,-0.130,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-28-01.736,0.984,0.149,0.066,0.009,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.960,-0.264,0.027,-0.132,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-28-01.758,0.985,0.145,0.060,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.960,-0.262,0.020,-0.133,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-28-01.778,0.986,0.140,0.053,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.961,-0.261,0.013,-0.135,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-28-01.798,0.987,0.137,0.046,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.961,-0.259,0.006,-0.137,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-28-01.818,0.988,0.134,0.039,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.961,-0.257,-0.002,-0.138,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-28-01.838,0.989,0.130,0.033,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.961,-0.255,-0.010,-0.140,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-28-01.858,0.989,0.125,0.025,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.962,-0.253,-0.018,-0.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
