Time,W0, X0, Y0, Z0,W1, X1, Y1, Z1,W2, X2, Y2, Z2,W3, X3, Y3, Z3,W4, X4, Y4, Z4,W5, X5, Y5, Z5,W6, X6, Y6, Z6,W7, X7, Y7, Z7,
07-24-51.427,0.967,0.180,0.134,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.951,-0.285,0.123,-0.090,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-24-51.447,0.968,0.181,0.134,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.951,-0.284,0.123,-0.090,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-24-51.467,0.968,0.181,0.134,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.951,-0.284,0.122,-0.090,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-24-51.487,0.968,0.180,0.133,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.951,-0.283,0.122,-0.090,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-24-51.507,0.968,0.181,0.132,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.951,-0.282,0.121,-0.091,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-24-51.527,0.968,0.181,0.132,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.951,-0.282,0.121,-0.091,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-24-51.549,0.968,0.181,0.131,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.951,-0.282,0.120,-0.092,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-24-51.567,0.969,0.181,0.131,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.951,-0.282,0.119,-0.092,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-24-51.589,0.969,0.180,0.130,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.951,-0.283,0.119,-0.093,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-24-51.608,0.969,0.180,0.129,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.951,-0.283,0.119,-0.093,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
07-24-51.627,0.969,0.180,0.128,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.952,-0.282,0.119,-0.094,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
