Time,W0, X0, Y0, Z0,W1, X1, Y1, Z1,W2, X2, Y2, Z2,W3, X3, Y3, Z3,W4, X4, Y4, Z4,W5, X5, Y5, Z5,W6, X6, Y6, Z6,W7, X7, Y7, Z7,
16-25-43.367,0.980,-0.085,0.069,0.145,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.958,0.008,-0.040,0.265,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
16-25-43.387,0.980,-0.085,0.068,0.145,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.958,0.008,-0.041,0.265,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
16-25-43.407,0.981,-0.083,0.068,0.144,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.957,0.009,-0.042,0.266,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
16-25-43.426,0.981,-0.081,0.067,0.144,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.957,0.008,-0.044,0.267,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
16-25-43.445,0.981,-0.079,0.067,0.144,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.957,0.008,-0.045,0.267,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
16-25-43.467,0.981,-0.077,0.066,0.144,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.957,0.010,-0.046,0.268,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
16-25-43.487,0.981,-0.077,0.065,0.144,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.956,0.012,-0.047,0.269,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
16-25-43.507,0.981,-0.077,0.064,0.144,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.956,0.014,-0.048,0.269,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
16-25-43.527,0.981,-0.078,0.063,0.143,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.956,0.015,-0.049,0.270,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
16-25-43.547,0.981,-0.077,0.062,0.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.956,0.014,-0.049,0.270,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
16-25-43.567,0.981,-0.077,0.063,0.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.956,0.013,-0.049,0.270,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
16-25-43.587,0.981,-0.077,0.064,0.141,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.956,0.013,-0.049,0.271,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
