Time,W0, X0, Y0, Z0,W1, X1, Y1, Z1,W2, X2, Y2, Z2,W3, X3, Y3, Z3,W4, X4, Y4, Z4,W5, X5, Y5, Z5,W6, X6, Y6, Z6,W7, X7, Y7, Z7,
16-26-25.324,0.983,-0.069,0.063,0.184,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.973,-0.022,-0.038,0.248,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
16-26-25.344,0.983,-0.069,0.064,0.184,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.973,-0.021,-0.038,0.247,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
16-26-25.364,0.983,-0.070,0.064,0.183,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.973,-0.022,-0.038,0.246,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
16-26-25.384,0.983,-0.071,0.065,0.182,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.974,-0.023,-0.038,0.245,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
16-26-25.404,0.983,-0.072,0.065,0.182,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.974,-0.022,-0.038,0.245,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
16-26-25.424,0.983,-0.073,0.065,0.182,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.974,-0.021,-0.038,0.244,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
16-26-25.444,0.983,-0.073,0.064,0.182,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.974,-0.022,-0.038,0.243,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
16-26-25.464,0.983,-0.074,0.064,0.183,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.974,-0.022,-0.038,0.243,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
16-26-25.484,0.983,-0.075,0.063,0.183,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.974,-0.022,-0.038,0.242,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
16-26-25.504,0.982,-0.076,0.063,0.183,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.974,-0.022,-0.038,0.242,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
16-26-25.524,0.982,-0.076,0.062,0.183,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.975,-0.023,-0.038,0.241,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
16-26-25.543,0.983,-0.076,0.062,0.183,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.975,-0.023,-0.038,0.241,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
16-26-25.565,0.983,-0.076,0.061,0.183,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.975,-0.023,-0.038,0.241,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
16-26-25.585,0.983,-0.076,0.061,0.182,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.975,-0.024,-0.038,0.241,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
16-26-25.605,0.983,-0.075,0.061,0.182,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.975,-0.026,-0.038,0.241,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
16-26-25.624,0.983,-0.075,0.060,0.182,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.975,-0.028,-0.039,0.240,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
16-26-25.644,0.983,-0.074,0.060,0.182,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.975,-0.031,-0.040,0.239,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
16-26-25.663,0.983,-0.074,0.059,0.183,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.975,-0.034,-0.041,0.239,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
16-26-25.683,0.983,-0.075,0.056,0.183,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.975,-0.034,-0.043,0.239,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
