Time,W0, X0, Y0, Z0,W1, X1, Y1, Z1,W2, X2, Y2, Z2,W3, X3, Y3, Z3,W4, X4, Y4, Z4,W5, X5, Y5, Z5,W6, X6, Y6, Z6,W7, X7, Y7, Z7,
16-26-04.285,0.973,-0.063,0.068,0.193,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.968,-0.107,-0.039,0.221,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
16-26-04.305,0.973,-0.063,0.068,0.193,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.968,-0.106,-0.039,0.221,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
16-26-04.325,0.973,-0.063,0.069,0.193,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.968,-0.106,-0.039,0.221,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
16-26-04.345,0.973,-0.060,0.068,0.193,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.968,-0.107,-0.039,0.221,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
16-26-04.365,0.973,-0.059,0.067,0.194,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.968,-0.108,-0.039,0.220,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
16-26-04.385,0.973,-0.060,0.066,0.194,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.968,-0.107,-0.038,0.220,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
16-26-04.405,0.973,-0.060,0.066,0.194,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.968,-0.107,-0.038,0.220,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
16-26-04.425,0.973,-0.061,0.065,0.194,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.968,-0.106,-0.038,0.220,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
16-26-04.445,0.973,-0.062,0.065,0.194,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.968,-0.105,-0.038,0.220,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
16-26-04.465,0.973,-0.062,0.064,0.193,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.968,-0.104,-0.038,0.220,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
